"","class","check.isCheckAbove","check.GDIThreshold","check.maxRatioBeyond","check.maxRankBeyond","check.fractionBeyond","check.thresholdRank","check.quantileAtRatio","check.quantileAtRank","isUniform","clusterSize"
"07_09-merge_16-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.37857238530547,NaN,TRUE,446
"19_21_22-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.51923429934111,NaN,FALSE,279
"07_09-merge_12-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.46717288872092,NaN,FALSE,607
"20_21_22-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.43878418085779,NaN,FALSE,267
"08_11_13-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.3844038477226,NaN,TRUE,334
"11_13-merge_16-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.38973724898453,NaN,TRUE,378
"10_16-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.40765446797331,NaN,TRUE,247
"11_13-merge_18-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.51061562796467,NaN,FALSE,243
"03_04-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.64989929252348,NaN,FALSE,523
"-1_02-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,2.36221856622844,NaN,FALSE,317
"-1_01-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,2.57950001737564,NaN,FALSE,472
"07_09-merge_11_13-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.39572764340404,NaN,TRUE,450
"12_14-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.36757191161119,NaN,TRUE,426
"07_09-merge_10-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.40430557726195,NaN,TRUE,319
"11_13-merge_15-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.46339739008942,NaN,FALSE,529
"24_25-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.41784516733556,NaN,TRUE,403
"-1_04-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,2.22009181869663,NaN,FALSE,384
"12_16-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.46656945714171,NaN,FALSE,535
"11_13-merge_16-merge_12_14-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.47432769101236,NaN,FALSE,804
"07_09-merge_08-merge_12_14-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.48532901821816,NaN,FALSE,828
"07_09-merge_08-merge_11_13-merge_16-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.43512795219636,NaN,FALSE,780
"10_11_13-merge_16-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.4070540843625,NaN,TRUE,438
"19_20_25-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.4582958384555,NaN,FALSE,416
"11_13-merge_16-merge_15-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.46711183033802,NaN,FALSE,716
"07_09-merge_08-merge_24-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.43107921567085,NaN,FALSE,667
"20_25-merge_21_22-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.4244826085063,NaN,TRUE,405
"11_13-merge_16-merge_18-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.479368385769,NaN,FALSE,430
"07_09-merge_08-merge_10-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,1.40468424706093,NaN,TRUE,462
"-1_01_02-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,2.62208241271796,NaN,FALSE,536
"11_13-merge_16-merge_17-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0123117448319304,0,1.44196247600128,NaN,FALSE,442
"11_13-merge_16-merge_24-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.00997935306262904,0,1.42991893505779,NaN,TRUE,643
"-1_03-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.243466564181399,0,2.48281901041767,NaN,FALSE,645
"07_09-merge_08-merge_18-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0288691492996242,0,1.50761997191985,NaN,FALSE,454
"10_12_14-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0194684075542084,0,1.469060001816,NaN,FALSE,486
"05_06-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.331179066834805,0,2.7799679205196,NaN,FALSE,244
"15_17-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0264989763088622,0,1.51798544544082,NaN,FALSE,402
"-1_05-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.3038766690318,0,2.74136400805137,NaN,FALSE,447
"18_24-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0350459142159712,0,1.51925895797773,NaN,FALSE,317
"12_14-merge_18-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.067562091124877,0,1.62951288274126,NaN,FALSE,478
"10_17-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0049022503100821,0,1.39475181548547,NaN,TRUE,124
"07_09-merge_08-merge_11_13-merge_16-merge_24-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,NaN,NaN,FALSE,0
"19_20_25-merge_21_22-merge-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0311362958544587,0,1.50968347442136,NaN,FALSE,550
"10_17-merge_11_13-merge_16-merge_24-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.021802982376864,0,1.4730593570624,NaN,FALSE,767
"11_13-merge_16-merge_24-merge_12_14-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,NaN,0,NaN,NaN,FALSE,0
"11_13-merge_16-merge_24-merge_18-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0258053539019964,0,1.48989713262879,NaN,FALSE,695
"11_13-merge_16-merge_24-merge_15-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0298422461415798,0,1.52378489657104,NaN,FALSE,981
"07_09-merge_08-merge_10_17-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0251895043731778,0,1.49530449498541,NaN,FALSE,526
"10_17-merge_15-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0372863801139306,0,1.54643642434486,NaN,FALSE,462
"10_17-merge_18-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.019842462870543,0,1.46898938470156,NaN,FALSE,176
"03_06-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.234802874344533,0,2.87770226636127,NaN,FALSE,442
"10_17-merge_12_14-merge-merge","SimpleGDIUniformityCheck",FALSE,1.43,0.01,0,0.0698708071589428,0,1.62527001554487,NaN,FALSE,550
